UniqueID,Org,AucID,AucZac,AucKon,AucNazov1,AucVal,Porovnávacia cena,VitaznaPonuka,Mena,PocetPozvanok,PocetPrihlasenychUcast,PocetAktivnychUcast,Vitaz,AucTypUpresnenie,Kateg,Subkateg,PocetItems,PocetZmienPonuk,PocetPredlzeni,Stat,MinKrokZnizPercenta,PocKolERMMA,PocKolZadavac,PocKolNIPPON,PocKolHOLLAND,UsporaPorov,UsporaVstup,UsporaAukc,KoefVarPonukCelk,KoefVarPonukERMNIP
106-77-6061,77,6061,2018-11-07 10:00:00,2018-11-12 10:00:00,Expedičný sklad,Celková nabídka účastníka,143426.3328,143860.6515,EUR,5,,3.0,9688,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-85-6064,85,6064,2018-11-07 13:00:00,2018-11-12 12:00:00,DVT Radotina - ,Celková nabídka účastníka,16663.9671,16154.3136,EUR,2,,3.0,10138,ERMMA,Stavebnictví,Vodohospodářské stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-85-6065,85,6065,2018-11-07 13:30:00,2018-11-12 12:30:00,DVT Holcovský p,Celková nabídka účastníka,16297.392000000002,16596.053099999997,EUR,2,,2.0,10138,ERMMA,Stavebnictví,Vodohospodářské stavby,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6066,77,6066,2018-11-12 10:00:00,2018-11-17 10:00:00,Tlač nástenných,Celková nabídka účastníka,1920.0,1320.0,EUR,4,,4.0,8062,ERMMA,Kancelář,Papír,1,9.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-91-6067,91,6067,2018-11-08 13:00:00,2018-11-19 11:00:00,Odvodnenie budo,Celková nabídka účastníka,6930.0,6234.24,EUR,4,,2.0,9830,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-101-6069,101,6069,2018-11-09 12:46:00,2018-11-17 08:30:00,MES Slanec ML -,Celková nabídka účastníka,22985.4992,21977.188199999997,EUR,1,,3.0,10140,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-90-6071,90,6071,2018-11-13 13:00:00,2018-11-17 13:00:00,Železobetónové ,Multikriteriální hodnocení,9500.0,9498.0,EUR,3,,3.0,10144,ERMMA,Stavebnictví,Stavební materiály,1,12.0,0,Slovenská republika,0.0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6074,95,6074,2018-11-16 10:00:00,2018-11-27 10:00:00,Pneumatiky na F,Celková nabídka účastníka,0.0,5959.58,EUR,5,,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-79-6075,79,6075,2018-11-14 21:30:00,2018-11-20 09:00:00,"AB LS Majdán, p",Celková nabídka účastníka,19879.8446,19879.8446,EUR,3,,2.0,10147,ERMMA,Stavebnictví,Stavební úpravy potrubí a plynovodů,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6076,95,6076,2018-11-19 10:00:00,2018-11-25 10:00:00,,Celková nabídka účastníka,0.0,1628.63,EUR,4,,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6077,77,6077,2018-11-14 10:00:00,2018-11-24 10:00:00,Vypracovanie pr,Celková nabídka účastníka,31761.770099999998,29390.2,EUR,4,,3.0,10151,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",2,6.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-100-6078,100,6078,2018-11-15 08:00:00,2018-11-22 08:00:00,Prevádková budo,Celková nabídka účastníka,11594.0755,12611.04,EUR,4,,3.0,10153,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6079,102,6079,2018-11-15 10:30:00,2018-11-19 11:00:00,Zametač,Multikriteriální hodnocení,11590.0,12445.22,EUR,4,,1.0,10156,ERMMA,"Stroje, zařízení, nástroje, nářadí",Průmyslové stroje,2,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-100-6083,100,6083,2018-11-19 08:30:00,2018-11-27 08:30:00,AB LS Humenné -,Celková nabídka účastníka,14971.0,14751.910800000001,EUR,2,,3.0,6513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-78-6084,78,6084,2018-11-19 09:30:00,2018-11-30 09:30:00,,Celková nabídka účastníka,0.0,20675.2,EUR,4,,2.0,10160,ERMMA,"Stroje, zařízení, nástroje, nářadí","Vzduchotechnika, klimatizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-96-6087,96,6087,2018-11-20 15:00:00,2018-11-26 11:30:00,"LC Valice, opra",Celková nabídka účastníka,8000.0,6860.49,EUR,3,,1.0,7337,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",3,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6089,102,6089,2018-11-21 10:00:00,2018-11-26 10:30:00,Generálna oprav,Multikriteriální hodnocení,14140.0,13060.4,EUR,1,,2.0,10164,ERMMA,"Stroje, zařízení, nástroje, nářadí",Opravy a údržba,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6093,102,6093,2018-11-27 13:00:00,2018-11-30 13:30:00,Cestné panely E,Multikriteriální hodnocení,10100.0,11995.2,EUR,2,,1.0,9372,ERMMA,Stavebnictví,Stavební materiály,2,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-93-6095,93,6095,2018-11-27 13:00:00,2018-12-05 14:00:00,ES Šášovské Pod,Multikriteriální hodnocení,23063.947999999997,23776.9756,EUR,3,,2.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6096,82,6096,2018-11-29 08:00:00,2018-12-06 08:30:00,&quot;Obstarani,Celková nabídka účastníka,33767.54,33427.1238,EUR,3,,3.0,10170,ERMMA,"Stroje, zařízení, nástroje, nářadí",Průmyslové stroje,31,145.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-86-6097,86,6097,2018-11-30 11:00:00,2018-12-06 11:00:00,Enviromentálna ,Celková nabídka účastníka,29490.12,30666.48,EUR,5,,3.0,9213,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6101,102,6101,2018-12-03 10:00:00,2018-12-04 10:30:00,Cestné panely E,Multikriteriální hodnocení,10200.0,10073.4,EUR,4,,1.0,9374,ERMMA,Stavebnictví,Stavební materiály,2,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-103-6104,103,6104,2018-12-18 14:00:00,2019-01-10 14:00:00,,Celková nabídka účastníka,0.0,46723.3338,EUR,2,,3.0,10180,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-91-6105,91,6105,2018-12-04 08:30:00,2018-12-10 09:30:00,Oprava podláh n,Celková nabídka účastníka,4040.0,3796.77,EUR,3,,2.0,7141,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6106,102,6106,2018-12-04 13:30:00,2018-12-07 14:00:00,Brzdová stolica,Multikriteriální hodnocení,37800.0,36855.0,EUR,2,,2.0,8897,ERMMA,"Stroje, zařízení, nástroje, nářadí",Opravy a údržba,2,5.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6110,77,6110,2018-12-12 10:00:00,2018-12-18 10:00:00,Oprava povodňov,Celková nabídka účastníka,47148.3438,49994.91,EUR,6,,4.0,5902,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-101-6141,101,6141,2018-12-13 14:00:00,2018-12-19 17:00:00,Kancelária DHS ,Celková nabídka účastníka,62179.8534,62129.7558,EUR,4,,3.0,6739,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6143,82,6143,2018-12-14 12:47:00,2018-12-19 12:48:00,Výmena okien a ,Celková nabídka účastníka,7888.7853000000005,7101.12,EUR,5,,3.0,6731,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6144,82,6144,2018-12-14 14:51:00,2018-12-19 14:52:00,Oprava 2.bytu -,Celková nabídka účastníka,20678.8816,18834.55,EUR,2,,3.0,6856,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6147,102,6147,2018-12-19 08:30:00,2018-12-21 14:30:00,Rekonštrukcia v,Celková nabídka účastníka,9690.0,9575.35,EUR,4,,2.0,10189,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6148,102,6148,2018-12-19 09:30:00,2018-12-20 10:00:00,Olejové hospodá,Multikriteriální hodnocení,36000.0,24176.8,EUR,4,,1.0,8897,ERMMA,"Stroje, zařízení, nástroje, nářadí",Opravy a údržba,2,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6154,77,6154,2019-01-09 10:00:00,2019-01-19 10:00:00,Stolárske výrob,Celková nabídka účastníka,42332.7528,41686.16,EUR,4,,4.0,10195,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,5.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6160,95,6160,2019-03-15 10:00:00,2019-03-27 10:00:00,Stavebné práce ,Celková nabídka účastníka,67859.49,66140.3651,EUR,3,,2.0,6624,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6161,95,6161,2019-01-29 10:00:00,2019-02-05 10:00:00,Pneumatiky na F,Celková nabídka účastníka,0.0,644.8,EUR,5,,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-93-6166,93,6166,2019-02-08 14:00:00,2019-02-15 14:30:00,"Údržba, oprava ",Multikriteriální hodnocení,12.12,46510.8,EUR,5,,3.0,8175,ERMMA,"Elektro, elektromateriál",Elektroinstalační práce,2,6.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6170,82,6170,2019-02-11 16:35:00,2019-02-15 09:05:00,&quot;Nálepky n,Celková nabídka účastníka,89.90800000000002,66.15,EUR,4,,4.0,8538,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",4,19.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6179,82,6179,2019-02-18 15:09:00,2019-02-22 08:10:00,"Výmena okien, v",Celková nabídka účastníka,32716.112399999998,28748.5496,EUR,3,,3.0,6731,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-91-6180,91,6180,2019-02-19 08:30:00,2019-02-25 11:00:00,Zametač za trak,Celková nabídka účastníka,6912.0,7454.096,EUR,1,,2.0,10201,ERMMA,"Dopravní služby, auto-moto a příslušenství","Servis, opravy, náhradní díly a příslušenství",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6182,77,6182,2019-02-22 09:00:00,2019-03-01 09:00:00,Ekologický olej,Celková nabídka účastníka,69000.0,87640.0,EUR,4,,3.0,10204,ERMMA,"Stroje, zařízení, nástroje, nářadí",Oleje a maziva,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6183,102,6183,2019-02-22 14:00:00,2019-03-01 14:00:00,Vybúranie podlá,Celková nabídka účastníka,30864.98,30266.316500000004,EUR,5,,1.0,10191,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6211,84,6211,2019-02-27 10:00:00,2019-03-06 11:00:00,byt v AB LS Dub,Celková nabídka účastníka,10260.0,11118.85,EUR,4,,2.0,10212,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-78-6216,78,6216,2019-02-28 11:13:00,2019-03-06 13:00:00,,Celková nabídka účastníka,0.0,12401.2,EUR,4,,2.0,10216,ERMMA,"Stroje, zařízení, nástroje, nářadí",Zemědělské stroje,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6284,84,6284,2019-04-10 09:00:00,2019-04-18 09:15:00,Centrum biodive,Celková nabídka účastníka,12928.0,10476.0,EUR,2,,3.0,10268,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-89-6285,89,6285,2019-03-04 14:00:00,2019-03-09 14:00:00,Stavba súpisné ,Celková nabídka účastníka,0.0,28689.6,EUR,3,,3.0,9361,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6286,82,6286,2019-03-06 10:00:00,2019-03-13 11:00:00,Ramenný mulčova,Celková nabídka účastníka,28675.75,30240.0,EUR,2,,3.0,10217,ERMMA,"Stroje, zařízení, nástroje, nářadí",Zemědělské stroje,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-98-6288,98,6288,2019-03-08 14:00:00,2019-03-15 14:00:00,Oplotenie Manip,Celková nabídka účastníka,32227.397999999997,29088.457,EUR,5,,5.0,10221,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,5.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6291,82,6291,2019-03-08 10:30:00,2019-03-13 11:30:00,Oprava zemných ,Celková nabídka účastníka,28482.0,28680.75,EUR,3,,2.0,7038,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",2,6.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-97-6292,97,6292,2019-03-08 11:00:00,2019-03-15 12:00:00,LC Bučina - opr,Celková nabídka účastníka,0.0,20903.8,EUR,4,,3.0,9405,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",10,30.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-97-6293,97,6293,2019-03-08 11:00:00,2019-03-15 12:00:00,LC Soroška - op,Celková nabídka účastníka,0.0,15741.18,EUR,3,,3.0,9405,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",10,30.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-81-6294,81,6294,2019-04-09 09:00:00,2019-04-19 09:00:00,Odchov bažantov,Celková nabídka účastníka,0.0,71842.5,EUR,3,,3.0,10249,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6295,102,6295,2019-03-11 14:00:00,2019-03-18 14:00:00,Vybudovanie pod,Celková nabídka účastníka,22851.3,24053.66,EUR,3,,1.0,10189,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-103-6296,103,6296,2019-03-19 15:40:00,2019-03-26 15:40:00,,Celková nabídka účastníka,0.0,11216.7,EUR,3,,3.0,8024,ERMMA,"Stroje, zařízení, nástroje, nářadí","Hydraulické přístroje, nařadí a příslušenství",1,5.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6297,102,6297,2019-03-12 12:00:00,2019-03-15 12:30:00,Cestné panely E,Multikriteriální hodnocení,35700.0,31940.16,EUR,1,,3.0,10232,ERMMA,Stavebnictví,Stavební materiály,2,8.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6300,77,6300,2019-03-13 14:30:00,2019-03-19 09:30:00,Terénne automob,Multikriteriální hodnocení,2380985.0,3187335.0,EUR,0,,1.0,6292,343,"Dopravní služby, auto-moto a příslušenství",Osobní automobily,3,4.0,0,,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-97-6303,97,6303,2019-03-15 09:51:00,2019-03-22 10:51:00,DLC Doboškovo,Celková nabídka účastníka,0.0,10760.695,EUR,5,,3.0,6865,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",10,32.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6305,82,6305,2019-03-19 06:41:00,2019-03-25 12:11:00,&quot;Obstarani,Celková nabídka účastníka,4303.0434000000005,4037.0,EUR,1,,3.0,10241,ERMMA,"Stroje, zařízení, nástroje, nářadí",Průmyslové stroje,3,9.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-96-6306,96,6306,2019-03-19 12:30:00,2019-03-26 13:00:00,LC Karafová - S,Celková nabídka účastníka,10063.75,10045.035,EUR,4,,1.0,6899,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",4,6.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-96-6307,96,6307,2019-03-19 13:00:00,2019-03-26 13:30:00,Oprava vonkajše,Celková nabídka účastníka,21000.0,18419.1,EUR,1,,3.0,8573,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6308,102,6308,2019-03-19 13:00:00,2019-03-25 14:00:00,Odsávanie zámoč,Celková nabídka účastníka,14453.0,13636.8,EUR,4,,1.0,10244,ERMMA,"Stroje, zařízení, nástroje, nářadí","Vzduchotechnika, klimatizace",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-96-6309,96,6309,2019-03-26 12:30:00,2019-04-02 14:00:00,"LC Lučanské, op",Celková nabídka účastníka,19200.0,22297.2,EUR,1,,1.0,6899,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",5,7.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6310,102,6310,2019-03-19 13:00:00,2019-03-25 14:00:00,Odsávanie zámoč,Celková nabídka účastníka,16150.0,16884.4,EUR,3,,1.0,10244,ERMMA,"Stroje, zařízení, nástroje, nářadí","Vzduchotechnika, klimatizace",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-103-6311,103,6311,2019-03-20 08:15:00,2019-03-26 08:15:00,,Celková nabídka účastníka,0.0,3574.1,EUR,2,,2.0,8024,ERMMA,"Stroje, zařízení, nástroje, nářadí",Zemědělské stroje,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-96-6312,96,6312,2019-03-21 10:00:00,2019-03-28 10:30:00,LC Korimovo - D,Celková nabídka účastníka,19477.5,17171.25,EUR,5,,1.0,7335,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",4,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-96-6313,96,6313,2019-03-21 10:00:00,2019-03-28 10:30:00,"LC Turiec, opra",Celková nabídka účastníka,18430.0,18054.75,EUR,2,,1.0,7335,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",5,11.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-96-6314,96,6314,2019-03-21 10:00:00,2019-03-28 10:30:00,Výstavba dočasn,Celková nabídka účastníka,19602.0,18204.0,EUR,2,,1.0,7335,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",6,9.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-100-6316,100,6316,2019-03-22 14:00:00,2019-03-28 14:00:00,Oprava spevnený,Celková nabídka účastníka,50809.045099999996,49781.02480000001,EUR,1,,3.0,6513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-101-6317,101,6317,2019-03-26 09:00:00,2019-04-03 09:00:00,Preprava kameni,Celková nabídka účastníka,13150.2,42987.49,EUR,1,,3.0,7857,ERMMA,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-93-6319,93,6319,2019-03-26 09:00:00,2019-04-05 11:00:00,Hájenka Podkľak,Multikriteriální hodnocení,17433.516499999998,19003.95,EUR,5,,3.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-103-6320,103,6320,2019-03-27 12:24:00,2019-04-03 13:24:00,,Celková nabídka účastníka,0.0,4066.44,EUR,3,,3.0,8024,ERMMA,"Stroje, zařízení, nástroje, nářadí",Zemědělské stroje,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-91-6322,91,6322,2019-03-26 13:30:00,2019-03-29 10:30:00,Tlačiarenské sl,Celková nabídka účastníka,47.5,41.58,EUR,7,,3.0,8261,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6324,95,6324,2019-03-29 10:00:00,2019-04-05 11:00:00,Pneumatiky na T,Celková nabídka účastníka,0.0,2165.1,EUR,5,,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6325,95,6325,2019-03-29 10:00:00,2019-04-05 11:00:00,Pneumatiky na S,Celková nabídka účastníka,0.0,892.7040000000001,EUR,3,,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6326,95,6326,2019-03-29 10:00:00,2019-04-03 11:00:00,Pneumatiky na S,Celková nabídka účastníka,0.0,352.0,EUR,2,,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6328,82,6328,2019-03-29 09:30:00,2019-04-04 09:00:00,Oprava výtlkov ,Celková nabídka účastníka,36960.0,32395.0,EUR,3,,3.0,8388,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-78-6331,78,6331,2019-03-29 12:00:00,2019-04-06 13:00:00,Čistenie odlučo,Celková nabídka účastníka,0.0,6125.0,EUR,2,,1.0,10254,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,5.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-78-6332,78,6332,2019-03-29 12:00:00,2019-04-06 13:00:00,,Celková nabídka účastníka,0.0,15340.6,EUR,2,,3.0,10255,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6333,84,6333,2019-04-02 09:00:00,2019-04-05 09:15:00,Lesná cyklotras,Celková nabídka účastníka,5742.4,4704.0,EUR,5,,3.0,10258,ERMMA,Inženýrská činnost,Geologické a geodetické práce,1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-96-6334,96,6334,2019-04-01 13:00:00,2019-04-08 13:30:00,"LC Valice, opra",Celková nabídka účastníka,5189.5,4919.508,EUR,4,,1.0,7337,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",3,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
