UniqueID,Org,AucID,AucZac,AucKon,AucNazov1,AucVal,Porovnávacia cena,VitaznaPonuka,PocetPozvanok,PocetAktivnychUcast,Vitaz,AucTypUpresnenie,Kateg,Subkateg,PocetItems,PocetZmienPonuk,PocetPredlzeni,Stat,MinKrokZnizPercenta,HistoryDealsInCategory,HistoryDealsWithVitaz,MoneySpentSoFarInCategory,MoneySpentSoFarWithVitaz
1105-60-2639,60,2639,2018-09-05 07:04:00,2018-09-12 07:04:00,Elektrocentráln,Celková nabídka účastníka,0.0,2395.9929708,5,2.0,7694,poptavka,"Elektro, elektromateriál","Batérie, akumulátory, generátory a elektromotory",1,2.0,0,,0.1,2,1,163522.4466,63052.4466
1105-60-2912,60,2912,2019-04-18 08:30:00,2019-04-24 08:30:00,El. motor Sieme,Jednotlivé položky,0.0,109.9245,6,2.0,7824,poptavka,"Elektro, elektromateriál","Batérie, akumulátory, generátory a elektromotory",1,3.0,0,,0.1,3,1,166415.1966,2892.75
1105-60-2482,60,2482,2018-04-26 06:30:00,2018-05-03 06:30:00,Vibrátor VA56,Celková nabídka účastníka,0.0,1719.12,12,5.0,10078,poptavka,"Elektro, elektromateriál","Batérie, akumulátory, generátory a elektromotory",1,5.0,0,,0.1,4,1,211655.1966,45240.0
1105-60-2316,60,2316,2018-01-08 12:00:00,2018-01-12 09:00:00,Dřevěné obaly,Celková nabídka účastníka,4722018.08,199373.24681999997,14,3.0,7040,poptavka,Obaly,Dřevěné obaly a palety,8,22.0,0,,0.0,1,1,5246664.39,5246664.39
1105-60-2462,60,2462,2018-04-16 14:00:00,2018-04-23 13:00:00,Odporový spoušt,Celková nabídka účastníka,0.0,3519.4688,8,4.0,5469,poptavka,"Elektro, elektromateriál","Elektrické zařízení silného proudu, sloupy, stožáry",1,4.0,0,,0.1,1,3,92617.6,153894.96500000003
1105-60-2588,60,2588,2018-07-24 09:00:00,2018-08-06 13:00:00,Realizace - Úpr,Celková nabídka účastníka,0.0,11878.8,13,2.0,5469,poptavka,"Elektro, elektromateriál",Elektroinstalační práce,1,3.0,0,,0.1,1,4,312600.0,466494.965
1105-60-2682,60,2682,2018-10-02 10:30:00,2018-10-09 12:00:00,Realizace - Úpr,Celková nabídka účastníka,0.0,12664.26,12,1.0,5469,poptavka,"Elektro, elektromateriál",Elektroinstalační práce,1,1.0,0,,0.1,2,5,645870.0,799764.9650000001
1105-60-2806,60,2806,2019-01-25 09:00:00,2019-02-15 09:30:00,NN kabelová pří,Celková nabídka účastníka,0.0,100171.8,23,4.0,5469,ERMMA,"Elektro, elektromateriál",Elektroinstalační práce,4,22.0,0,,0.2,3,6,3281970.0,3435864.965
1105-60-2511,60,2511,2018-05-18 10:00:00,2018-05-28 10:00:00,Propojení datov,Celková nabídka účastníka,570418.8,10659.0,8,3.0,10093,poptavka,"Elektro, elektromateriál",Elektroinstalační práce,1,3.0,0,,0.1,4,1,3562470.0,280500.0
1105-60-2389,60,2389,2018-03-04 09:05:00,2018-03-08 14:59:00,Notebook,Jednotlivé položky,0.0,635.0256,7,5.0,5598,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,5.0,0,,0.1,1,1,16711.2,16711.2
1105-60-3011,60,3011,2019-08-02 13:00:00,2019-08-06 13:00:00,LCD MONITORY 24,Jednotlivé položky,94050.0,3180.7709999999997,18,5.0,5608,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,2,6.0,0,,0.1,2,1,100415.7,83704.5
1105-60-2979,60,2979,2019-06-19 10:30:00,2019-06-21 07:05:00,Notebook Dell I,Jednotlivé položky,0.0,763.762,3,2.0,7884,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,2.0,0,,0.1,3,3,120514.7,494988.5
1105-60-2378,60,2378,2018-02-27 08:00:00,2018-03-02 08:00:00,Monitory 24&quo,Jednotlivé položky,13488.0,434.3685,6,5.0,7889,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,5.0,0,,0.1,4,1,131945.45,11430.75
1105-60-2438,60,2438,2018-04-04 10:30:00,2018-04-07 10:30:00,"Interní disk 3,",Celková nabídka účastníka,8080.0,189.126,12,6.0,7889,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,23.0,0,,0.1,5,2,136922.45,16407.75
1105-60-2456,60,2456,2018-04-12 10:00:00,2018-04-17 16:00:00,Čtečky čarových,Celková nabídka účastníka,0.0,199.43103000000002,13,5.0,7896,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,23.0,0,,0.1,6,1,142170.635,5248.185
1105-60-2415,60,2415,2018-03-22 14:00:00,2018-03-26 15:00:00,tiskárny,Jednotlivé položky,0.0,437.988,12,4.0,9068,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,2,8.0,0,,0.1,7,1,153696.635,11526.0
1105-60-2419,60,2419,2018-03-23 00:00:00,2018-03-28 00:00:00,Vybavení učebny,Jednotlivé položky,0.0,521.93,9,4.0,9068,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,2,10.0,0,,0.1,8,2,167431.635,25261.0
1105-60-2484,60,2484,2018-04-26 08:30:00,2018-04-30 08:00:00,Tiskárny,Jednotlivé položky,7608.96,268.736,7,5.0,9068,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,6.0,0,,0.1,9,3,174503.635,32333.0
1105-60-2346,60,2346,2018-01-29 14:30:00,2018-02-02 14:29:00,MacBook Pro,Jednotlivé položky,47380.0,1729.52288,8,5.0,9890,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,2,11.0,0,,0.1,10,1,220017.395,45513.76
1105-60-2553,60,2553,2018-06-26 10:00:00,2018-07-10 01:30:00,Instalace a kon,Celková nabídka účastníka,0.0,17561.016,7,2.0,7884,poptavka,"Počítače, IT a telekomunikační služby",IT a internet,2,4.0,0,,0.1,1,1,462132.0,462132.0
1105-60-2631,60,2631,2018-08-29 10:30:00,2018-08-31 22:00:00,Cisco switch,Celková nabídka účastníka,0.0,484.78499999999997,8,3.0,7884,poptavka,"Počítače, IT a telekomunikační služby",IT a internet,2,6.0,0,,0.1,2,2,474889.5,474889.5
1105-60-2943,60,2943,2019-05-14 08:49:00,2019-05-15 10:00:00,Tyč kruhová taž,Jednotlivé položky,11213.88,389.9788,41,4.0,5172,poptavka,"Hutní materiál, kovy a slitiny","Kovy, slitiny, nerez a odlitky",1,4.0,0,,0.0,1,7,10262.6,92387.75
1105-60-2351,60,2351,2018-02-02 15:00:00,2018-02-08 15:00:00,Ručně vedený ak,Jednotlivé položky,0.0,3686.7599999999998,16,7.0,8762,poptavka,"Stroje, zařízení, nástroje, nářadí","Manipulační technika, vozíky",2,12.0,0,,0.1,1,1,97020.0,97020.0
1105-60-2522,60,2522,2018-05-28 15:00:00,2018-05-30 15:21:00,Výměna pojezdov,Jednotlivé položky,0.0,11982.0802,5,1.0,9010,poptavka,"Stroje, zařízení, nástroje, nářadí","Manipulační technika, vozíky",1,1.0,0,,0.1,2,2,412337.9,880567.9
1105-60-2561,60,2561,2018-06-26 13:00:00,2018-07-04 12:00:00,Oprava a nátěr ,Jednotlivé položky,0.0,7311.2,9,1.0,9209,poptavka,Stavebnictví,Natěrací a malířské práce,1,1.0,0,,0.1,1,1,192400.0,192400.0
1105-60-2737,60,2737,2018-11-08 08:00:00,2018-11-14 13:00:00,STOLY A ŽIDLE d,Jednotlivé položky,81614.11,2642.71456,14,3.0,7931,poptavka,Kancelář,Nábytek,3,9.0,0,,0.1,1,1,69545.12,69545.12
1105-60-2852,60,2852,2019-03-01 16:00:00,2019-03-06 16:00:00,KANCELÁŘSKÝ NÁB,Jednotlivé položky,23372.28,892.8777273999999,21,2.0,7931,poptavka,Kancelář,Nábytek,1,3.0,0,,0.1,2,2,93041.9023,93041.9023
1105-60-2382,60,2382,2018-02-27 10:00:00,2018-03-09 10:00:00,Elektromagnetic,Celková nabídka účastníka,259518.6,8042.350399999999,14,4.0,9886,poptavka,"Stroje, zařízení, nástroje, nářadí",Náhradní díly,1,6.0,0,,0.1,1,1,211640.8,211640.8
1105-60-3047,60,3047,2019-09-09 10:00:00,2019-09-11 15:00:00,brusivo -brousí,Jednotlivé položky,0.0,398.3616,28,8.0,5222,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,20,147.0,0,,0.1,1,1,10483.2,10483.2
1105-60-2335,60,2335,2018-01-24 11:00:00,2018-01-26 11:25:00,Nástroje pro ob,Jednotlivé položky,80820.896,858.4775092000001,27,7.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,19,90.0,0,,0.1,2,1,33074.71340000001,22591.513400000003
1105-60-2381,60,2381,2018-02-27 12:00:00,2018-03-02 14:00:00,Nástroje pro ob,Jednotlivé položky,74338.407,27.4616576,26,7.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,35.0,0,,0.1,3,2,33797.388600000006,23314.188600000005
1105-60-2388,60,2388,2018-03-02 10:00:00,2018-03-05 15:00:00,Nástroje pro ob,Jednotlivé položky,53993.1,1031.487732,25,4.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,6,10.0,0,,0.1,4,3,60941.80260000001,50458.602600000006
1105-60-2397,60,2397,2018-03-08 15:00:00,2018-03-12 15:00:00,Nástroje pro ob,Jednotlivé položky,20183.1,221.53331200000002,28,7.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,16,89.0,0,,0.1,5,4,66771.6266,56288.426600000006
1105-60-2407,60,2407,2018-03-14 11:00:00,2018-03-16 12:00:00,Nástroje pro ob,Jednotlivé položky,16348.38,304.129485,25,6.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,14,85.0,0,,0.1,6,5,74775.0341,64291.83410000001
1105-60-2440,60,2440,2018-04-05 10:30:00,2018-04-09 13:30:00,Nástroje pro ob,Jednotlivé položky,0.0,403.24839999999995,28,3.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,18.0,0,,0.1,7,6,85386.83410000001,74903.63410000001
1105-60-2469,60,2469,2018-04-23 12:00:00,2018-04-25 14:00:00,Nástroje pro ob,Jednotlivé položky,55624.4,188.82048,31,8.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,31.0,0,,0.1,8,7,90355.7941,79872.5941
1105-60-2497,60,2497,2018-05-11 12:00:00,2018-05-15 14:00:00,Nástroje pro ob,Jednotlivé položky,0.0,79.84559999999999,30,5.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,12.0,0,,0.1,9,8,92456.9941,81973.7941
1105-60-2573,60,2573,2018-07-03 12:00:00,2018-07-09 09:00:00,Nástroje pro ob,Jednotlivé položky,77204.22839999999,1052.106,30,6.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,29.0,0,,0.1,10,9,120143.9941,109660.7941
1105-60-2644,60,2644,2018-09-10 12:00:00,2018-09-12 14:00:00,Nástroje pro ob,Jednotlivé položky,76780.32,1972.2182400000002,38,3.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,6,18.0,0,,0.1,11,10,172044.4741,161561.2741
1105-60-2668,60,2668,2018-09-19 11:00:00,2018-09-21 14:00:00,Nástroje pro ob,Jednotlivé položky,16369.0,261.839,38,6.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,5,21.0,0,,0.1,12,11,178934.9741,168451.7741
1105-60-2710,60,2710,2018-10-24 11:00:00,2018-10-26 11:00:00,Nástroje pro ob,Jednotlivé položky,0.0,596.068,38,1.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,16,9.0,0,,0.1,13,12,194620.9741,184137.7741
1105-60-2961,60,2961,2019-06-05 09:00:00,2019-06-07 13:23:00,Nástroje pro ob,Jednotlivé položky,56577.6,230.92523999999997,46,9.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,44.0,0,,0.1,14,13,200697.9541,190214.7541
1105-60-3116,60,3116,2019-11-05 09:30:00,2019-11-07 10:00:00,Nástroje pro ob,Jednotlivé položky,118256.4459,90.56501999999999,43,7.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,17,65.0,0,,0.1,15,14,203081.2441,192598.0441
1105-60-2630,60,2630,2018-08-29 09:00:00,2018-08-31 10:00:00,Nástroje pro ob,Jednotlivé položky,30794.94,2.3256,29,6.0,5549,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,43.0,0,,0.1,16,1,203142.4441,61.2
1105-60-2300,60,2300,2017-12-13 10:00:00,2017-12-15 12:00:00,komunální nářad,Jednotlivé položky,0.0,438.9798,16,4.0,5561,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,24.0,0,,0.1,17,1,214694.5441,11552.1
1105-60-2520,60,2520,2018-05-25 12:00:00,2018-05-29 14:00:00,Nástroje pro ob,Jednotlivé položky,20001.6,494.304,30,3.0,5860,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,38.0,0,,0.1,18,1,227702.5441,13008.0
1105-60-2621,60,2621,2018-08-23 08:00:00,2018-08-24 11:00:00,AKU ÚHLOVÁ BRUS,Celková nabídka účastníka,45108.0,1468.1072,28,7.0,5860,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,2,12.0,0,,0.1,19,2,266336.9441,51642.4
1105-60-2623,60,2623,2018-08-24 08:00:00,2018-08-27 14:00:00,Nástroje pro ob,Jednotlivé položky,18558.25,499.453,31,4.0,5860,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,36.0,0,,0.1,20,3,279480.4441,64785.9
1105-60-2776,60,2776,2018-12-13 10:45:00,2018-12-17 10:00:00,Posuvné měřítko,Jednotlivé položky,28124.46,450.11285000000004,39,7.0,5860,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,2,13.0,0,,0.1,21,4,291325.51910000003,76630.975
1105-60-2813,60,2813,2019-01-31 09:00:00,2019-02-04 12:00:00,Nástroje pro ob,Jednotlivé položky,0.0,759.15051,15,7.0,5860,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,3,26.0,0,,0.1,22,5,311303.1641,96608.62
1105-60-2868,60,2868,2019-03-19 09:41:00,2019-03-21 10:00:00,Nástroje pro ob,Jednotlivé položky,37233.35,1443.1336,40,2.0,5860,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,19.0,0,,0.1,23,6,349280.3641,134585.82
1105-60-3051,60,3051,2019-09-11 09:49:00,2019-09-13 17:00:00,Nástroje pro ob,Jednotlivé položky,0.0,866.037024,44,6.0,5860,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,3,19.0,0,,0.1,24,7,372070.8121,157376.268
1105-60-2328,60,2328,2018-01-17 08:35:00,2018-01-19 10:35:00,komunální nářad,Jednotlivé položky,0.0,903.59136,14,4.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,31.0,0,,0.1,25,1,395849.5321,23778.72
1105-60-2475,60,2475,2018-04-24 12:00:00,2018-05-03 12:00:00,Poptávka kalibr,Jednotlivé položky,0.0,520.1706,17,6.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,1,8.0,0,,0.1,26,2,409538.2321,37467.42
1105-60-2490,60,2490,2018-05-09 09:30:00,2018-05-11 14:30:00,Nástroje pro ob,Jednotlivé položky,64537.935,531.9937452,31,7.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,40.0,0,,0.1,27,3,423538.0675,51467.2554
1105-60-2689,60,2689,2018-10-09 08:00:00,2018-10-11 14:00:00,brusivo -kotouč,Jednotlivé položky,23961.0,467.52986880000003,21,5.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,6,25.0,0,,0.1,28,4,435841.4851,63770.673
1105-60-2752,60,2752,2018-11-21 12:00:00,2018-11-23 14:00:00,Nástroje pro ob,Jednotlivé položky,47054.5642,27.7172,40,6.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,37.0,0,,0.1,29,5,436570.8851,64500.073
1105-60-2784,60,2784,2019-01-04 11:00:00,2019-01-08 10:30:00,Nástroje pro ob,Jednotlivé položky,0.0,2139.6272400000003,25,8.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,2,17.0,0,,0.1,30,6,492876.8651,120806.053
1105-60-2786,60,2786,2019-01-10 10:30:00,2019-01-14 08:00:00,brusivo -kotouč,Jednotlivé položky,25151.4,366.02739999999994,30,6.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,53.0,0,,0.1,31,7,502509.1651,130438.353
1105-60-2787,60,2787,2019-01-10 12:30:00,2019-01-14 11:00:00,Nástroje pro ob,Jednotlivé položky,15521.1,618.8832,42,7.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,78.0,0,,0.1,32,8,518795.5651,146724.753
1105-60-2824,60,2824,2019-02-11 10:00:00,2019-02-20 15:00:00,Poptávka hrotu ,Celková nabídka účastníka,0.0,1053.4319796,29,2.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,1,2.0,0,,0.1,33,9,546517.4593,174446.6472
1105-60-2871,60,2871,2019-03-20 07:29:00,2019-03-22 10:00:00,Nástroje pro ob,Jednotlivé položky,27718.02,862.95264,26,3.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,4,13.0,0,,0.1,34,10,569226.7393,197155.9272
1105-60-2876,60,2876,2019-03-22 12:00:00,2019-03-26 12:00:00,Nástroje pro ob,Jednotlivé položky,36438.688,238.999936,44,4.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,17.0,0,,0.1,35,11,575516.2113,203445.3992
1105-60-2887,60,2887,2019-03-29 08:00:00,2019-04-01 17:00:00,Nástroje pro ob,Jednotlivé položky,34247.08,1363.4628,14,4.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,2,8.0,0,,0.1,36,12,611396.8113000001,239325.9992
1105-60-2888,60,2888,2019-04-03 14:00:00,2019-04-05 15:00:00,Nástroje pro ob,Jednotlivé položky,48896.64,460.91264,45,2.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,6.0,0,,0.1,37,13,623526.0913,251455.2792
1105-60-3034,60,3034,2019-08-27 10:20:00,2019-08-29 14:50:00,Brousicí kotouč,Jednotlivé položky,0.0,241.5717,28,7.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,5,33.0,0,,0.1,38,14,629883.2413,257812.4292
1105-60-3082,60,3082,2019-10-03 14:00:00,2019-10-07 07:00:00,Nástroje pro ob,Jednotlivé položky,0.0,1029.27484,17,4.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,3,14.0,0,,0.1,39,15,656969.4213,284898.6092
1105-60-3186,60,3186,2020-01-29 08:00:00,2020-01-31 11:30:00,Nástroje pro ob,Jednotlivé položky,56494.47,2143.1715,19,3.0,5861,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,2,7.0,0,,0.1,40,16,713368.6713,341297.8592
1105-60-2395,60,2395,2018-03-08 10:30:00,2018-03-12 10:30:00,Nástroje pro ob,Jednotlivé položky,0.0,276.146019,27,6.0,5862,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,27.0,0,,0.1,41,1,720635.6718,7267.0005
1105-60-2431,60,2431,2018-04-03 11:00:00,2018-04-05 13:00:00,Nástroje pro ob,Jednotlivé položky,47461.4,84.016176,28,4.0,5862,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,12.0,0,,0.1,42,2,722846.6238000001,9477.9525
1105-60-2495,60,2495,2018-05-10 12:00:00,2018-05-14 14:00:00,Nástroje pro ob,Jednotlivé položky,0.0,49.213685999999996,28,7.0,5862,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,29.0,0,,0.1,43,3,724141.7208,10773.0495
1105-60-2848,60,2848,2019-02-27 08:00:00,2019-02-28 15:00:00,Nástroje pro ob,Jednotlivé položky,58033.85,305.54492799999997,43,8.0,5862,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,22,130.0,0,,0.1,44,4,732182.3768,18813.7055
1105-60-2387,60,2387,2018-03-02 08:00:00,2018-03-14 14:00:00,Poptávka nářadí,Celková nabídka účastníka,0.0,2555.3385,16,4.0,5874,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,1,6.0,0,,0.1,45,1,799428.1268,67245.75
1105-60-2529,60,2529,2018-06-01 10:00:00,2018-06-04 12:00:00,Nástroje pro ob,Jednotlivé položky,60677.06300000001,364.11413799999997,32,5.0,5874,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,34.0,0,,0.1,46,2,809010.0778,76827.701
1105-60-2576,60,2576,2018-07-10 10:00:00,2018-07-12 12:00:00,Nástroje pro ob,Jednotlivé položky,0.0,1818.04578,32,3.0,5874,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,20.0,0,,0.1,47,3,856853.3878,124671.011
1105-60-2620,60,2620,2018-08-24 13:00:00,2018-08-28 15:00:00,Nástroje pro ob,Jednotlivé položky,58158.426,280.08584,35,7.0,5874,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,25.0,0,,0.1,48,4,864224.0678,132041.691
1105-60-2730,60,2730,2018-11-05 12:00:00,2018-11-07 14:00:00,Nástroje pro ob,Jednotlivé položky,23753.07,167.63928,39,11.0,5874,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,60.0,0,,0.1,49,5,868635.6278,136453.251
1105-60-2920,60,2920,2019-04-26 13:00:00,2019-04-30 14:00:00,Nástroje pro ob,Jednotlivé položky,35247.36,221.2854,45,9.0,5874,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,33.0,0,,0.1,50,6,874458.9278000001,142276.551
1105-60-2964,60,2964,2019-06-06 08:00:00,2019-06-09 08:00:00,Nástroje pro ob,Jednotlivé položky,53456.64,212.6784,44,8.0,5874,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,25.0,0,,0.1,51,7,880055.7278,147873.351
1105-60-2404,60,2404,2018-03-13 10:00:00,2018-03-15 14:00:00,Nástroje pro ob,Jednotlivé položky,60384.06,2208.70136,27,2.0,5875,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,20.0,0,,0.1,52,1,938179.4478,58123.72
1105-60-2413,60,2413,2018-03-21 12:00:00,2018-03-23 13:00:00,Nástroje pro ob,Jednotlivé položky,36610.625,308.84139,28,5.0,5875,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,22.0,0,,0.1,53,2,946306.8528,66251.125
1105-60-2551,60,2551,2018-06-18 12:00:00,2018-06-19 14:00:00,Nástroje pro ob,Jednotlivé položky,96586.38,2756.57586,32,2.0,5875,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,13,23.0,0,,0.1,54,3,1018848.3228,138792.595
1105-60-2555,60,2555,2018-06-19 08:00:00,2018-06-20 09:00:00,Nástroje pro ob,Jednotlivé položky,60017.0,325.70112359999996,34,2.0,5875,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,10.0,0,,0.1,55,4,1027419.405,147363.6772
1105-60-2594,60,2594,2018-08-03 12:00:00,2018-08-10 12:00:00,Nástroje pro ob,Jednotlivé položky,94940.64,3294.498646400001,30,3.0,5875,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,40.0,0,,0.1,56,5,1114116.7378,234061.01
1105-60-2707,60,2707,2018-10-23 13:00:00,2018-10-25 17:00:00,Nástroje pro ob,Jednotlivé položky,57016.924000000006,1649.3893312,36,2.0,5875,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,14.0,0,,0.1,57,6,1157521.7202,277465.99240000005
1105-60-2791,60,2791,2019-01-14 08:00:00,2019-01-15 15:00:00,Nástroje pro ob,Jednotlivé položky,101658.2112,3528.7129079999995,40,2.0,5875,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,24.0,0,,0.1,58,7,1250382.5862,370326.8584
1105-60-2894,60,2894,2019-04-08 12:00:00,2019-04-10 13:00:00,Nástroje pro ob,Jednotlivé položky,70531.98,2781.486057,45,1.0,5875,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,9.0,0,,0.1,59,8,1323579.5877,443523.8599
1105-60-2934,60,2934,2019-05-07 14:00:00,2019-05-10 15:00:00,Nástroje pro ob,Jednotlivé položky,58425.6,2479.9446,43,1.0,5875,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,8.0,0,,0.1,60,9,1388841.2877,508785.5599
1105-60-2709,60,2709,2018-10-23 14:30:00,2018-10-25 13:30:00,Přímá bruska Na,Jednotlivé položky,0.0,448.40189999999996,28,6.0,5907,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,1,7.0,0,,0.1,61,1,1400641.3377,11800.05
1105-60-3032,60,3032,2019-08-23 07:10:00,2019-08-26 17:00:00,Nástroje pro ob,Jednotlivé položky,37368.99,424.2776,17,8.0,5907,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,2,14.0,0,,0.1,62,2,1411806.5377,22965.25
1105-60-2339,60,2339,2018-01-25 08:17:00,2018-01-26 12:00:00,BRUSIVO-KOTOUČ ,Jednotlivé položky,0.0,606.369458,21,7.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,66.0,0,,0.1,63,2,1427763.6287,26945.551
1105-60-2354,60,2354,2018-02-06 13:00:00,2018-02-08 10:28:00,Brusné tělísko ,Jednotlivé položky,182936.0,6964.032,18,3.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,1,3.0,0,,0.1,64,3,1611027.6287,210209.551
1105-60-2364,60,2364,2018-02-13 08:29:00,2018-02-15 14:00:00,Komunální nářad,Jednotlivé položky,17440.815,398.274941,17,5.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,13,53.0,0,,0.1,65,4,1621508.5482,220690.4705
1105-60-2423,60,2423,2018-03-26 11:00:00,2018-03-28 13:00:00,Nástroje pro ob,Jednotlivé položky,12425.05,413.97447,26,8.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,69.0,0,,0.1,66,5,1632402.6132,231584.5355
1105-60-2465,60,2465,2018-04-17 15:00:00,2018-04-19 11:00:00,Brusné kotouče ,Jednotlivé položky,2894.965,115.81165,21,7.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,3,24.0,0,,0.1,67,6,1635450.2882,234632.2105
1105-60-2467,60,2467,2018-04-18 12:00:00,2018-04-20 12:00:00,Nástroje pro ob,Jednotlivé položky,0.0,15.186319999999998,28,6.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,26.0,0,,0.1,68,7,1635849.9282,235031.8505
