UniqueID,Org,AucID,AucZac,AucKon,AucNazov1,AucVal,Porovnávacia cena,VitaznaPonuka,Mena,PocetPozvanok,PocetPrihlasenychUcast,PocetAktivnychUcast,Vitaz,AucTypUpresnenie,Kateg,Subkateg,PocetItems,PocetZmienPonuk,PocetPredlzeni,Stat,MinKrokZnizPercenta,PocKolERMMA,PocKolZadavac,PocKolNIPPON,PocKolHOLLAND,UsporaPorov,UsporaVstup,UsporaAukc,KoefVarPonukCelk,KoefVarPonukERMNIP
106-100-6532,100,6532,2019-07-23 10:00:00,2019-07-31 10:00:00,Hájenka N. Jabl,Celková nabídka účastníka,31594.36,28445.0425,EUR,4,,3.0,6513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6533,77,6533,2019-07-24 09:00:00,2019-07-29 09:30:00,Priemerky lesní,Celková nabídka účastníka,47500.0,41018.586,EUR,5,,2.0,8389,ERMMA,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-91-6535,91,6535,2019-07-24 08:00:00,2019-07-31 12:00:00,OPRAVA LESNEJ C,Celková nabídka účastníka,28381.0,21961.3238,EUR,3,,3.0,9322,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-91-6536,91,6536,2019-09-04 10:30:00,2019-09-10 11:30:00,OPRAVA LESNEJ C,Celková nabídka účastníka,77896.0,74057.0206,EUR,1,,3.0,10502,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-86-6537,86,6537,2019-07-31 11:00:00,2019-08-06 11:00:00,Zvážnica Potoky,Celková nabídka účastníka,26614.17,23294.0,EUR,3,,3.0,8603,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-86-6540,86,6540,2019-08-07 11:00:00,2019-08-13 11:00:00,Projekt stavby ,Celková nabídka účastníka,9880.0,9490.0,EUR,4,,3.0,10505,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-100-6541,100,6541,2019-07-31 11:00:00,2019-08-08 11:00:00,Maštaľ N. Jablo,Celková nabídka účastníka,5207.2734,4989.0,EUR,1,,3.0,9915,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-97-6543,97,6543,2019-07-31 11:00:00,2019-08-08 12:00:00,Rekonštrukcia s,Celková nabídka účastníka,0.0,32800.1752,EUR,5,,3.0,9301,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-93-6545,93,6545,2019-08-01 08:00:00,2019-08-07 09:00:00,Lesovňa Janova ,Multikriteriální hodnocení,24323.8736,16483.2303,EUR,1,,1.0,10513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-93-6546,93,6546,2019-08-01 08:00:00,2019-08-07 09:00:00,Maštaľ RZ Podkľ,Multikriteriální hodnocení,20416.6634,16593.688000000002,EUR,3,,1.0,10513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-92-6550,92,6550,2019-08-02 13:52:00,2019-08-08 13:52:00,Lesná cesta Buk,Multikriteriální hodnocení,13635.0,12587.701500000001,EUR,5,,3.0,8644,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-81-6551,81,6551,2019-08-05 12:30:00,2019-08-10 12:30:00,Oprava priepust,Celková nabídka účastníka,0.0,6980.0,EUR,3,,3.0,10518,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6552,84,6552,2019-08-05 08:00:00,2019-08-09 09:00:00,"LC Kajanová, op",Celková nabídka účastníka,31500.0,29921.03,EUR,5,,3.0,9268,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6553,84,6553,2019-08-05 08:00:00,2019-08-09 09:00:00,"LC Šikulina, op",Celková nabídka účastníka,10503.15,10337.838,EUR,5,,3.0,9268,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6554,84,6554,2019-08-05 08:00:00,2019-08-09 08:00:00,LC Čierna Lehot,Celková nabídka účastníka,14550.0,15148.99,EUR,4,,3.0,10210,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-89-6555,89,6555,2019-08-05 12:00:00,2019-08-09 12:00:00,Lesná cesta Výp,Celková nabídka účastníka,0.0,9450.0,EUR,5,,3.0,7874,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6556,102,6556,2019-08-05 13:00:00,2019-08-07 13:30:00,Dodávka asfaltu,Multikriteriální hodnocení,5200.0,3028.95,EUR,5,,1.0,10087,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6560,82,6560,2019-08-08 08:00:00,2019-08-13 10:00:00,Etikety na med,Celková nabídka účastníka,808.0,979.7,EUR,6,,2.0,8540,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",3,6.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-93-6561,93,6561,2019-08-08 13:00:00,2019-08-16 14:00:00,Hájenka Rychňav,Multikriteriální hodnocení,7410.0,7916.2607,EUR,3,,2.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6562,84,6562,2019-08-12 08:00:00,2019-08-23 08:00:00,"LC Kaluže, opra",Celková nabídka účastníka,10000.0,9431.649500000001,EUR,3,,3.0,9267,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6563,84,6563,2019-08-12 08:00:00,2019-08-23 08:00:00,"LC Čaganov, opr",Celková nabídka účastníka,21937.3,22893.7065,EUR,2,,3.0,9267,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6565,84,6565,2019-08-12 08:00:00,2019-08-23 08:00:00,LC Biele potoky,Celková nabídka účastníka,30300.0,29591.684100000002,EUR,1,,3.0,9268,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6566,84,6566,2019-08-12 08:00:00,2019-08-21 08:00:00,"LC Dúbrava I, o",Celková nabídka účastníka,45447.98,46779.2,EUR,3,,3.0,10210,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6567,84,6567,2019-08-12 08:00:00,2019-08-19 08:00:00,"LC Motešice I, ",Celková nabídka účastníka,26000.0,24740.1,EUR,2,,3.0,10210,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6568,102,6568,2019-08-13 14:00:00,2019-08-16 14:30:00,Kompenty pre te,Multikriteriální hodnocení,47040.0,69501.13,EUR,2,,2.0,8907,ERMMA,"Stroje, zařízení, nástroje, nářadí",Náhradní díly,2,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-79-6572,79,6572,2019-08-15 14:30:00,2019-09-04 14:30:00,"AB LS Majdán, p",Celková nabídka účastníka,0.0,15166.5942,EUR,5,,2.0,10545,ERMMA,Stavebnictví,Stavební úpravy potrubí a plynovodů,1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-93-6573,93,6573,2019-08-16 08:00:00,2019-08-23 09:00:00,"Lesovňa Brod, r",Multikriteriální hodnocení,42000.0,40351.691699999996,EUR,2,,1.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6574,102,6574,2019-08-19 08:38:00,2019-08-20 09:08:00,Stavebné rezivo,Multikriteriální hodnocení,4750.0,2751.84,EUR,5,,2.0,10352,ERMMA,Stavebnictví,Stavební materiály,2,7.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-96-6576,96,6576,2019-08-21 11:30:00,2019-09-02 12:00:00,Domček pre sezó,Celková nabídka účastníka,35640.0,37837.8,EUR,1,,2.0,8573,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",3,6.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6577,84,6577,2019-08-20 09:00:00,2019-08-30 15:00:00,"LC Nová Hora, o",Celková nabídka účastníka,36050.0,34838.0613,EUR,4,,2.0,8577,ERMMA,Stavebnictví,Dopravní stavby,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6578,84,6578,2019-08-20 09:00:00,2019-08-30 15:00:00,"LC Zbojnícka, o",Celková nabídka účastníka,10002.0,9870.96,EUR,5,,3.0,10520,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6579,84,6579,2019-08-20 09:00:00,2019-08-30 15:00:00,LC Kamenná doli,Celková nabídka účastníka,10204.08,9602.544100000001,EUR,5,,3.0,10520,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6580,84,6580,2019-08-20 09:00:00,2019-08-30 15:00:00,LC Závada Želez,Celková nabídka účastníka,20801.04,19984.3381,EUR,2,,3.0,9268,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6583,95,6583,2019-08-21 20:00:00,2019-08-28 09:30:00,Vypracovanie PD,Celková nabídka účastníka,0.0,18025.0,EUR,3,,3.0,10540,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6587,95,6587,2019-08-22 10:00:00,2019-08-28 09:30:00,Kamerový monito,Celková nabídka účastníka,0.0,6796.35,EUR,5,,3.0,8274,ERMMA,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,6.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-99-6590,99,6590,2019-08-23 15:30:00,2019-09-03 08:00:00,Lesná cesta Maš,Celková nabídka účastníka,127082.61,126079.54800000001,EUR,1,,3.0,10550,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6593,95,6593,2019-09-03 10:00:00,2019-09-06 10:00:00,Pneumatiky na S,Celková nabídka účastníka,0.0,351.45,EUR,5,,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6594,102,6594,2019-09-03 10:00:00,2019-09-04 14:30:00,Generálna oprav,Multikriteriální hodnocení,6499.0,8987.0,EUR,3,,2.0,8906,ERMMA,"Stroje, zařízení, nástroje, nářadí",Opravy a údržba,2,6.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-87-6595,87,6595,2019-09-04 08:00:00,2019-09-11 10:00:00,Lesná cesta Obe,Celková nabídka účastníka,0.0,224582.89359999998,EUR,5,,3.0,6197,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-88-6597,88,6597,2019-09-06 12:55:00,2019-09-12 12:00:00,Oprava mosta na,Celková nabídka účastníka,30886.4658,27250.5648,EUR,4,,3.0,10275,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-84-6598,84,6598,2019-09-13 09:00:00,2019-09-23 10:00:00,Kamerový a zabe,Celková nabídka účastníka,40320.0,41088.0,EUR,1,,3.0,9519,ERMMA,"Elektro, elektromateriál",Elektroinstalační práce,3,9.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-95-6599,95,6599,2019-09-11 11:00:00,2019-09-17 11:00:00,Pneumatiky na S,Celková nabídka účastníka,0.0,361.35,EUR,3,,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6601,102,6601,2019-09-11 14:00:00,2019-09-13 14:30:00,Dodávka geotext,Multikriteriální hodnocení,17510.0,14925.455999999998,EUR,3,,2.0,7259,ERMMA,Stavebnictví,Stavební materiály,2,8.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-87-6604,87,6604,2019-09-12 08:30:00,2019-09-18 08:30:00,Oprava základov,Celková nabídka účastníka,0.0,23688.7296,EUR,1,,3.0,7296,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-87-6605,87,6605,2019-09-12 10:00:00,2019-09-18 10:00:00,Oprava priecest,Celková nabídka účastníka,0.0,12984.6,EUR,5,,2.0,7283,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-93-6607,93,6607,2019-09-16 11:00:00,2019-09-23 12:00:00,LC Pavlova Lúčk,Multikriteriální hodnocení,14550.0,10144.302,EUR,2,,2.0,10459,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-103-6608,103,6608,2019-09-17 15:08:00,2019-09-25 15:08:00,,Celková nabídka účastníka,0.0,9215.0,EUR,3,,2.0,10570,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-79-6611,79,6611,2019-09-26 14:00:00,2019-10-16 14:00:00,LC Majdán - Par,Celková nabídka účastníka,0.0,85474.901,EUR,2,,3.0,6869,ERMMA,Stavebnictví,Dopravní stavby,1,5.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6612,102,6612,2019-09-18 14:00:00,2019-09-19 12:30:00,Oprava vstrekov,Multikriteriální hodnocení,2375.0,2282.6,EUR,5,,2.0,8906,ERMMA,"Stroje, zařízení, nástroje, nářadí",Opravy a údržba,1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-99-6614,99,6614,2019-09-18 15:00:00,2019-09-26 09:00:00,Most Suchovlčie,Celková nabídka účastníka,26209.5,23957.0976,EUR,5,,3.0,10492,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6621,77,6621,2019-09-30 10:00:00,2019-10-08 10:00:00,Poskytovanie au,Celková nabídka účastníka,68502.0,73342.5,EUR,2,,3.0,10581,ERMMA,Inženýrská činnost,Znalecké a auditorské služby,1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6623,77,6623,2019-10-01 09:00:00,2019-10-12 09:00:00,Oprava oploteni,Celková nabídka účastníka,9105.75,10063.6935,EUR,1,,3.0,10587,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6624,77,6624,2019-10-02 14:00:00,2019-10-12 14:00:00,AB OZ Rožňava -,Celková nabídka účastníka,88849.6245,88733.33700000001,EUR,1,,3.0,10588,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-88-6628,88,6628,2019-10-03 09:57:00,2019-10-08 13:00:00,Oprava prístreš,Celková nabídka účastníka,10904.7834,11499.8312,EUR,4,,3.0,10504,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-88-6631,88,6631,2019-10-03 10:03:00,2019-10-08 13:00:00,Oprava garáži l,Celková nabídka účastníka,45881.19899999999,41783.1134,EUR,4,,3.0,10504,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6632,77,6632,2019-10-08 10:00:00,2019-10-15 11:30:00,Prístrešok pre ,Celková nabídka účastníka,139400.1,166342.94,EUR,4,,3.0,10594,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-99-6638,99,6638,2019-10-08 14:00:00,2019-10-14 12:00:00,KAMEROVÝ SYSTÉM,Celková nabídka účastníka,24803.721599999997,23469.682999999997,EUR,2,,3.0,10600,ERMMA,"Počítače, IT a telekomunikační služby",Telekomunikační služby a zařízení,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-99-6639,99,6639,2019-10-08 14:30:00,2019-10-14 13:30:00,KAMEROVÝ SYSTÉM,Celková nabídka účastníka,16585.7508,14372.2595,EUR,2,,3.0,10600,ERMMA,"Počítače, IT a telekomunikační služby",Telekomunikační služby a zařízení,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-91-6640,91,6640,2019-10-09 11:00:00,2019-10-14 12:00:00,Búranie HB Hron,Celková nabídka účastníka,12825.0,13728.0,EUR,2,,3.0,9996,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-83-6649,83,6649,2019-10-11 14:00:00,2019-10-22 12:00:00,Oprava Chaty Hu,Celková nabídka účastníka,59286.6942,59286.6942,EUR,2,,3.0,8102,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-89-6651,89,6651,2019-10-15 08:30:00,2019-10-24 11:00:00,Robotnícky dom ,Celková nabídka účastníka,25836.7981,24051.4119,EUR,2,,2.0,7561,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-103-6653,103,6653,2019-10-15 13:00:00,2019-10-24 13:00:00,Rekonštrukcia p,Celková nabídka účastníka,169977.0,166208.3528,EUR,3,,2.0,10613,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6654,77,6654,2019-10-14 14:00:00,2019-10-23 10:00:00,Hájenka Podhrad,Celková nabídka účastníka,61740.0,65208.655199999994,EUR,5,,1.0,9786,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6655,77,6655,2019-10-14 14:00:00,2019-10-23 10:00:00,Lesná cesta Kys,Celková nabídka účastníka,57420.0,57992.27,EUR,1,,1.0,10619,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-85-6657,85,6657,2019-10-22 16:00:00,2019-10-30 16:00:00,&quot;Lesná ces,Celková nabídka účastníka,13357.76,13260.0,EUR,5,,2.0,10624,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,2,5.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-86-6658,86,6658,2019-10-21 14:00:00,2019-10-30 11:00:00,Oprava železnič,Celková nabídka účastníka,30482.81,27860.154300000002,EUR,5,,2.0,10632,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-78-6659,78,6659,2019-10-16 09:00:00,2019-10-23 15:00:00,&quot;Oprava ch,Celková nabídka účastníka,59278.92,57383.52760000001,EUR,5,,3.0,10626,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-81-6662,81,6662,2019-10-16 10:30:00,2019-10-24 09:00:00,Oprava strechy ,Celková nabídka účastníka,17309.16,16149.905000000002,EUR,2,,3.0,7303,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-102-6663,102,6663,2019-10-18 10:30:00,2019-10-25 10:00:00,Vysokozdvižný v,Multikriteriální hodnocení,18679.5,17450.3,EUR,1,,1.0,10639,ERMMA,"Stroje, zařízení, nástroje, nářadí","Manipulační technika, vozíky",1,1.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6664,77,6664,2019-10-16 14:30:00,2019-10-23 11:00:00,Plechová dvojga,Celková nabídka účastníka,11166.6509,10746.128400000001,EUR,4,,2.0,10636,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-83-6677,83,6677,2019-10-21 15:00:00,2019-10-26 10:00:00,Vyhotovenie pro,Celková nabídka účastníka,8375.4,9702.0,EUR,2,,3.0,6808,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6678,77,6678,2019-10-21 12:35:00,2019-10-28 09:05:00,Robotnícka ubyt,Celková nabídka účastníka,6832.8,5642.976000000001,EUR,1,,2.0,4789,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-82-6679,82,6679,2019-10-21 14:30:00,2019-10-29 14:30:00,Vypracovanie pr,Celková nabídka účastníka,8389.68,6240.0,EUR,5,,3.0,7862,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-92-6684,92,6684,2019-10-25 12:00:00,2019-11-04 16:00:00,Odstránenie hav,Celková nabídka účastníka,10168.4583,10092.804800000002,EUR,1,,3.0,10653,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-85-6695,85,6695,2019-11-04 08:00:00,2019-11-12 08:00:00,&quot;Kancelárs,Celková nabídka účastníka,14000.0,12047.28,EUR,1,,2.0,10670,ERMMA,"Stroje, zařízení, nástroje, nářadí","Průmyslová automatizace, technologická řešení a inovace",2,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-86-6697,86,6697,2019-10-31 11:30:00,2019-11-08 11:30:00,Lesná cesta Jur,Celková nabídka účastníka,29025.453800000003,29488.4346,EUR,3,,3.0,10673,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-78-6699,78,6699,2019-11-04 13:00:00,2019-11-12 13:00:00,&quot;Oprava st,Celková nabídka účastníka,12360.0,11152.09,EUR,3,,3.0,10678,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
106-77-6702,77,6702,2019-11-07 14:30:00,2019-11-14 11:00:00,Chata Čertež I.,Celková nabídka účastníka,37704.4318,36270.47749999999,EUR,1,,3.0,9664,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,7.0,0,Slovenská republika,0.1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
