UniqueID,Org,AucID,AucZac,AucKon,AucNazov1,AucVal,Porovnávacia cena,VitaznaPonuka,Mena,PocetPozvanok,PocetAktivnychUcast,Vitaz,AucTypUpresnenie,Kateg,Subkateg,PocetItems,PocetZmienPonuk,PocetPredlzeni,Stat,MinKrokZnizPercenta,HistoryDealsInCategory,HistoryDealsWithVitaz,MoneySpentSoFarInCategory,MoneySpentSoFarWithVitaz,Relativna Uspora
1105-60-2354,60,2354,2018-02-06 13:00:00,2018-02-08 10:28:00,Brusné tělísko ,Jednotlivé položky,182936.0,183264.0,CZK,18,3.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,1,3.0,0,,0.1,64,3,1611027.6287,210209.551,-0.001792976778764158
1105-60-2364,60,2364,2018-02-13 08:29:00,2018-02-15 14:00:00,Komunální nářad,Jednotlivé položky,17440.815,10480.9195,CZK,17,5.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,13,53.0,0,,0.1,65,4,1621508.5482,220690.4705,0.39905792819888286
1105-60-2423,60,2423,2018-03-26 11:00:00,2018-03-28 13:00:00,Nástroje pro ob,Jednotlivé položky,12425.05,10894.065,CZK,26,8.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,69.0,0,,0.1,66,5,1632402.6132,231584.5355,0.123217612806387
1105-60-2465,60,2465,2018-04-17 15:00:00,2018-04-19 11:00:00,Brusné kotouče ,Jednotlivé položky,2894.965,3047.675,CZK,21,7.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,3,24.0,0,,0.1,67,6,1635450.2882,234632.2105,-0.05275020596103926
1105-60-2512,60,2512,2018-05-22 09:30:00,2018-05-24 09:30:00,Nástroje pro ob,Jednotlivé položky,19079.97,4311.02,CZK,32,8.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,30.0,0,,0.1,69,8,1640160.9482,239342.8705,0.7740552002964365
1105-60-2540,60,2540,2018-06-15 12:00:00,2018-06-19 14:00:00,Nástroje pro ob,Jednotlivé položky,19459.17,10504.718,CZK,34,6.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,48.0,0,,0.1,70,9,1650665.6662,249847.5885,0.4601661838608737
1105-60-2633,60,2633,2018-08-31 12:00:00,2018-09-04 14:00:00,Nástroje pro ob,Jednotlivé položky,66566.5,2124.64,CZK,37,8.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,14,52.0,0,,0.1,72,11,1660364.7962,259546.7185,0.9680824438719176
1105-60-2657,60,2657,2018-09-14 12:00:00,2018-09-18 14:00:00,Nástroje pro ob,Jednotlivé položky,54781.75,4830.6,CZK,38,7.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,42.0,0,,0.1,73,12,1665195.3962,264377.3185,0.9118209987815286
1105-60-2660,60,2660,2018-09-17 12:00:00,2018-09-19 14:00:00,Nástroje pro ob,Jednotlivé položky,52001.88479999999,5097.7,CZK,36,8.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,43.0,0,,0.1,74,13,1670293.0962,269475.0185,0.901970860871566
1105-60-2681,60,2681,2018-10-01 12:00:00,2018-10-03 14:00:00,Nástroje pro ob,Jednotlivé položky,27140.16,7810.92,CZK,37,8.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,53.0,0,,0.1,76,15,1683119.8862,282301.8085,0.712200664992395
1105-60-2704,60,2704,2018-10-22 10:30:00,2018-10-24 14:30:00,Nástroje pro ob,Jednotlivé položky,58147.62,1783.95,CZK,34,8.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,35.0,0,,0.1,78,17,1688797.5962,287979.5185,0.9693203264381243
1105-60-2705,60,2705,2018-10-23 08:00:00,2018-10-25 14:00:00,brusivo -tech.f,Jednotlivé položky,13940.0,12953.25,CZK,26,8.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,5,43.0,0,,0.1,79,18,1701750.8462,300932.7685,0.07078550932568149
1105-60-2719,60,2719,2018-10-30 09:00:00,2018-11-01 12:00:00,Nástroje pro ob,Jednotlivé položky,65104.578,3731.69,CZK,38,5.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,35.0,0,,0.1,81,20,1717350.2362000002,316532.1585,0.942681603742213
1105-60-2742,60,2742,2018-11-15 10:00:00,2018-11-16 17:00:00,Nástroje pro ob,Jednotlivé položky,37557.139,5911.5175,CZK,39,9.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,23,127.0,0,,0.1,82,21,1723261.7537,322443.67600000004,0.8425993657291094
1105-60-2989,60,2989,2019-06-26 10:00:00,2019-06-28 14:30:00,Nástroje pro ob,Jednotlivé položky,59196.312000000005,739.53,CZK,40,9.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,36.0,0,,0.1,84,23,1733640.5637,332822.48600000003,0.9875071609190789
1105-60-3012,60,3012,2019-08-02 14:00:00,2019-08-06 14:00:00,Nástroje pro ob,Jednotlivé položky,103931.88,1237.95,CZK,44,9.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,15,61.0,0,,0.1,85,24,1734878.5137,334060.436,0.9880888328008692
1105-60-3027,60,3027,2019-08-20 09:00:00,2019-08-22 11:00:00,Nástroje pro ob,Jednotlivé položky,41553.95,868.635,CZK,40,7.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,27.0,0,,0.1,86,25,1735747.1487,334929.071,0.9790962110701871
1105-60-3050,60,3050,2019-09-11 08:47:00,2019-09-13 16:00:00,komunální nářad,Jednotlivé položky,12384.0,1363.72,CZK,16,8.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,4,32.0,0,,0.1,87,26,1737110.8687,336292.791,0.8898804909560724
1105-60-3101,60,3101,2019-10-23 08:00:00,2019-10-25 10:00:00,Nástroje pro ob,Jednotlivé položky,197411.57,8494.5,CZK,43,4.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,15,24.0,0,,0.1,88,27,1745605.3687,344787.291,0.9569706071432389
1105-60-3169,60,3169,2020-01-15 08:00:00,2020-01-17 11:00:00,Nástroje pro ob,Jednotlivé položky,230179.2,1017.96,CZK,47,7.0,5939,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,19,34.0,0,,0.1,89,28,1746623.3287,345805.251,0.9955775326354424
1105-60-2810,60,2810,2019-01-29 08:00:00,2019-01-31 14:00:00,Nástroje pro ob,Jednotlivé položky,211883.252,10728.9,CZK,42,8.0,5976,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,15,52.0,0,,0.1,90,1,1757352.2287,10728.9,0.9493640960353016
1105-60-2938,60,2938,2019-05-14 12:00:00,2019-05-16 14:00:00,Nástroje pro ob,Jednotlivé položky,41751.2992,1107.72,CZK,41,10.0,5976,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,56.0,0,,0.1,91,2,1758459.9487,11836.62,0.973468610049864
1105-60-3136,60,3136,2019-11-25 13:30:00,2019-11-27 15:00:00,Nástroje pro ob,Jednotlivé položky,11272.0014,5982.08,CZK,43,7.0,5976,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,44.0,0,,0.1,92,3,1764442.0287,17818.7,0.46929743993821715
1105-60-3143,60,3143,2019-12-02 07:30:00,2019-12-04 09:00:00,Nástroje pro ob,Jednotlivé položky,171715.97240000003,2274.2928,CZK,44,9.0,5976,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,17,38.0,0,,0.1,93,4,1766716.3215,20092.9928,0.9867554964851948
1105-60-2372,60,2372,2018-02-20 13:30:00,2018-02-23 13:30:00,Nástroje pro ob,Jednotlivé položky,73264.1,11257.5,CZK,26,5.0,5977,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,14,52.0,0,,0.1,95,2,1780332.5415,13616.22,0.846343570725635
1105-60-2882,60,2882,2019-03-27 13:00:00,2019-03-29 11:30:00,Nástroje pro ob,Jednotlivé položky,80996.16,3434.0,CZK,32,6.0,5977,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,22.0,0,,0.1,97,4,1793246.5415,26530.22,0.9576029283363557
1105-60-2796,60,2796,2019-01-21 08:00:00,2019-01-22 17:00:00,Nástroje pro ob,Jednotlivé položky,20041.461,7170.345,CZK,36,8.0,6065,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,22,138.0,0,,0.1,101,2,2318672.7325,8137.521000000001,0.6422244366316407
1105-60-2797,60,2797,2019-01-21 09:30:00,2019-01-22 18:30:00,Nástroje pro ob,Jednotlivé položky,48095.46,2254.32,CZK,41,12.0,6065,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,72.0,0,,0.1,102,3,2320927.0525,10391.841,0.9531282162599131
1105-60-2833,60,2833,2019-02-13 08:30:00,2019-02-14 16:00:00,Nástroje pro ob,Jednotlivé položky,36252.0,34080.0,CZK,19,7.0,6067,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,49.0,0,,0.1,105,4,2401927.0525,92834.0,0.05991393578285336
1105-60-2358,60,2358,2018-02-09 08:30:00,2018-02-13 11:00:00,komunální nářad,Jednotlivé položky,21882.366,17904.051,CZK,17,9.0,6115,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,13,104.0,0,,0.1,106,1,2419831.1035,17904.051,0.18180460924563652
1105-60-2393,60,2393,2018-03-06 11:00:00,2018-03-08 14:00:00,Nástroje pro ob,Jednotlivé položky,67033.92,7882.041999999999,CZK,24,5.0,6115,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,31.0,0,,0.1,107,2,2427713.1455,25786.093,0.8824171106210109
1105-60-2457,60,2457,2018-04-12 13:00:00,2018-04-16 14:00:00,Nástroje pro ob,Jednotlivé položky,67582.05,4103.52,CZK,31,7.0,6115,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,21.0,0,,0.1,108,3,2431816.6655,29889.613,0.9392809185279226
1105-60-2849,60,2849,2019-02-27 10:30:00,2019-03-01 10:00:00,Nástroje pro ob,Jednotlivé položky,61631.04,1434.0,CZK,41,8.0,6115,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,14,47.0,0,,0.1,109,4,2433250.6655,31323.613,0.9767325036215517
1105-60-2899,60,2899,2019-04-11 14:00:00,2019-04-15 14:00:00,Nástroje pro ob,Jednotlivé položky,33343.44,5513.965,CZK,45,8.0,6115,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,35.0,0,,0.1,110,5,2438764.6305,36837.578,0.8346311898232456
1105-60-2944,60,2944,2019-05-16 14:00:00,2019-05-20 14:00:00,Nástroje pro ob,Jednotlivé položky,85999.0,6804.72,CZK,42,6.0,6115,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,26.0,0,,0.1,111,6,2445569.3505,43642.298,0.9208744287724275
1105-60-3019,60,3019,2019-08-08 13:00:00,2019-08-12 09:00:00,Nástroje pro ob,Jednotlivé položky,118115.5075,1728.9,CZK,43,8.0,6115,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,43.0,0,,0.1,112,7,2447298.2505,45371.198,0.9853626332681169
1105-60-3160,60,3160,2020-01-07 07:30:00,2020-01-09 09:00:00,Nástroje pro ob,Jednotlivé položky,126191.37600000002,4288.775,CZK,44,10.0,6115,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,13,48.0,0,,0.1,113,8,2451587.0255,49659.973,0.9660137234734647
1105-60-2785,60,2785,2019-01-07 14:00:00,2019-01-09 14:00:00,Nástroje pro ob,Jednotlivé položky,76343.6,4455.918000000001,CZK,38,8.0,6116,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,31.0,0,,0.1,115,2,2457764.8091,6177.783600000001,0.941633378567424
1105-60-3117,60,3117,2019-11-06 09:00:00,2019-11-08 10:12:00,Nástroje pro ob,Jednotlivé položky,43517.184,1547.829,CZK,45,10.0,6116,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,16,53.0,0,,0.1,116,3,2459312.6381,7725.6126,0.9644317748133703
1105-60-2422,60,2422,2018-03-23 12:00:00,2018-03-27 13:00:00,Nástroje pro ob,Jednotlivé položky,59949.56,17627.64,CZK,26,3.0,6118,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,18.0,0,,0.1,117,1,2476940.2781,17627.64,0.7059588093724124
1105-60-2595,60,2595,2018-08-03 12:00:00,2018-08-10 12:00:00,Nástroje pro ob,Jednotlivé položky,89827.7,7772.4,CZK,32,6.0,6118,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,20.0,0,,0.1,118,2,2484712.6781,25400.04,0.913474351452837
1105-60-2521,60,2521,2018-05-29 09:00:00,2018-05-31 13:00:00,Nástroje pro ob,Jednotlivé položky,81508.6125,12668.4,CZK,30,7.0,6119,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,38.0,0,,0.1,120,2,2501981.4701,17268.792,0.844575933616831
1105-60-2596,60,2596,2018-08-06 12:00:00,2018-08-10 12:00:00,Nástroje pro ob,Jednotlivé položky,34043.928,2358.18,CZK,34,7.0,6119,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,55.0,0,,0.1,121,3,2504339.6501,19626.972,0.9307312599180682
1105-60-2607,60,2607,2018-08-15 09:00:00,2018-08-17 14:12:00,Nástroje pro ob,Jednotlivé položky,49273.35,4438.72,CZK,36,4.0,6119,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,3,9.0,0,,0.1,122,4,2508778.3701,24065.692,0.9099164152630174
1105-60-2965,60,2965,2019-06-10 16:00:00,2019-06-13 16:00:00,Nástroje pro ob,Jednotlivé položky,39150.558000000005,12028.9,CZK,44,5.0,6119,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,44.0,0,,0.1,123,5,2520807.2701000003,36094.592,0.6927527827317301
1105-60-2994,60,2994,2019-07-02 13:00:00,2019-07-04 15:00:00,Nástroje pro ob,Jednotlivé položky,28121.625,2545.2,CZK,42,5.0,6119,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,5,13.0,0,,0.1,124,6,2523352.4701,38639.792,0.9094931391767012
1105-60-2777,60,2777,2018-12-14 09:00:00,2018-12-17 14:00:00,komunální nářad,Jednotlivé položky,34719.24,27052.524,CZK,13,9.0,6160,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,3,29.0,0,,0.1,128,1,2592249.3941,27052.524,0.22082038662136605
1105-60-2406,60,2406,2018-03-15 12:00:00,2018-03-19 13:00:00,Nástroje pro ob,Jednotlivé položky,59665.2,4484.304,CZK,27,7.0,7410,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,26.0,0,,0.1,133,1,2977920.6981,4484.304,0.9248422195852858
1105-60-2597,60,2597,2018-08-06 12:00:00,2018-08-10 12:00:00,Nástroje pro ob,Jednotlivé položky,4992.0,3727.5,CZK,32,7.0,7410,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,67.0,0,,0.1,134,2,2981648.1981,8211.804,0.25330528846153844
1105-60-2614,60,2614,2018-08-20 12:00:00,2018-08-23 14:00:00,Nástroje pro ob,Jednotlivé položky,29841.46,2121.6,CZK,37,7.0,7410,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,36.0,0,,0.1,135,3,2983769.7981,10333.404,0.9289042828333467
1105-60-2801,60,2801,2019-01-22 13:00:00,2019-01-24 17:00:00,Nástroje pro ob,Jednotlivé položky,9667.2,4625.8,CZK,29,7.0,7410,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,37.0,0,,0.1,137,5,2989135.8481,15699.454,0.5214953657729229
1105-60-3146,60,3146,2019-12-03 08:30:00,2019-12-05 10:00:00,Nástroje pro ob,Jednotlivé položky,10228.593,3971.0,CZK,43,6.0,7410,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,43.0,0,,0.1,138,6,2993106.8481,19670.454,0.6117745617603516
1105-60-2661,60,2661,2018-09-17 11:00:00,2018-09-18 14:00:00,brusivo -kotouč,Jednotlivé položky,13752.56,10058.4,CZK,23,6.0,7555,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,4,26.0,0,,0.1,139,1,3003165.2481,10058.4,0.26861617037118907
1105-60-3025,60,3025,2019-08-15 09:30:00,2019-08-19 09:00:00,brusivo -tech.f,Jednotlivé položky,20482.11,18600.0,CZK,30,11.0,7555,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,121.0,0,,0.1,140,2,3021765.2481,28658.4,0.09189043511630396
1105-60-3168,60,3168,2020-01-14 12:00:00,2020-01-16 11:00:00,brusivo -kotouč,Jednotlivé položky,17282.304,14152.2,CZK,27,6.0,7555,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,6,38.0,0,,0.1,142,4,3048106.4481,54999.600000000006,0.181116128960583
1105-60-2348,60,2348,2018-01-31 13:38:00,2018-02-02 13:38:00,Nástroje pro ob,Jednotlivé položky,68658.9,2828.0,CZK,28,9.0,7718,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,20,81.0,0,,0.1,143,1,3050934.4481,2828.0,0.9588108752106428
1105-60-2480,60,2480,2018-04-25 12:30:00,2018-04-30 12:30:00,Nástroje pro ob,Jednotlivé položky,16140.5,3465.0,CZK,27,7.0,7890,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,6,24.0,0,,0.1,144,1,3054399.4481,3465.0,0.7853226356060841
1105-60-2485,60,2485,2018-04-26 12:00:00,2018-04-30 12:00:00,Nástroje pro ob,Jednotlivé položky,30650.0,2652.0,CZK,29,5.0,7890,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,31.0,0,,0.1,145,2,3057051.4481,6117.0,0.9134747145187602
1105-60-2827,60,2827,2019-02-12 09:30:00,2019-02-14 11:30:00,Nástroje pro ob,Jednotlivé položky,68528.8025,2388.65,CZK,44,9.0,7890,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,47.0,0,,0.1,151,8,3101324.3781000003,50389.93,0.9651438531995361
1105-60-2975,60,2975,2019-06-17 07:30:00,2019-06-19 12:00:00,Brousicí kotouč,Jednotlivé položky,17558.4,9241.5,CZK,29,11.0,7890,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,6,70.0,0,,0.1,152,9,3110565.8781000003,59631.43,0.47367072170585023
1105-60-3028,60,3028,2019-08-20 13:30:00,2019-08-22 11:00:00,Nástroje pro ob,Jednotlivé položky,2998.33,1607.2,CZK,22,5.0,7890,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,36.0,0,,0.1,153,10,3112173.0781,61238.630000000005,0.4639682756734582
1105-60-3096,60,3096,2019-10-17 08:00:00,2019-10-21 08:00:00,Nástroje pro ob,Jednotlivé položky,77081.685,8775.0,CZK,43,7.0,7890,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,28.0,0,,0.1,154,11,3120948.0781,70013.63,0.8861597278263961
1105-60-2448,60,2448,2018-04-10 12:30:00,2018-04-12 14:30:00,Nástroje pro ob,Jednotlivé položky,20192.017000000003,10656.52,CZK,27,7.0,9047,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,38.0,0,,0.1,163,2,3635508.8281,237432.65,0.472240935613317
1105-60-3171,60,3171,2020-01-15 12:30:00,2020-01-17 14:00:00,Nástroje pro ob,Jednotlivé položky,19303.848,900.0,CZK,43,8.0,9378,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,53.0,0,,0.1,165,1,3654269.0281,900.0,0.9533771712251361
1105-60-2326,60,2326,2018-01-16 10:00:00,2018-01-18 14:00:00,PILOVÉ PÁSY,Jednotlivé položky,62151.6,46790.4,CZK,13,7.0,9564,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,4,30.0,0,,0.1,166,1,3701059.4281,46790.4,0.24715695171162122
1105-60-3127,60,3127,2019-11-18 13:30:00,2019-11-21 08:00:00,komunální nářad,Jednotlivé položky,15394.87,16347.13,CZK,19,6.0,9938,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,2,11.0,0,,0.1,174,1,4239593.1381,16347.13,-0.061855670103092675
1105-60-2437,60,2437,2018-04-04 12:00:00,2018-04-06 10:00:00,Nástroje pro ob,Jednotlivé položky,26949.78,2163.0,CZK,27,7.0,10053,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,41.0,0,,0.1,175,1,4241756.1381,2163.0,0.9197396045533581
1105-60-2510,60,2510,2018-05-17 12:00:00,2018-05-22 14:00:00,Nástroje pro ob,Jednotlivé položky,30864.6,1418.14,CZK,29,8.0,10071,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,28.0,0,,0.1,177,2,4246526.0741,4769.936,0.9540528631506645
1105-60-2619,60,2619,2018-08-23 12:00:00,2018-08-27 14:00:00,Nástroje pro ob,Jednotlivé položky,20529.5,4777.5,CZK,36,8.0,10080,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,65.0,0,,0.1,179,1,4277231.6741,4777.5,0.7672861004895395
1105-60-2822,60,2822,2019-02-08 11:00:00,2019-02-11 16:00:00,Nástroje pro ob,Jednotlivé položky,52463.32,5100.9,CZK,44,5.0,10626,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,14,36.0,0,,0.1,181,1,4626992.5741,5100.9,0.9027720700863002
1105-60-2884,60,2884,2019-08-19 09:00:00,2019-08-21 12:00:00,Nástroje pro ob,Jednotlivé položky,14004.7,6174.72,CZK,25,5.0,10626,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,7,42.0,0,,0.1,182,2,4633167.2941000005,11275.62,0.5590965890022636
1105-60-2905,60,2905,2019-04-12 12:00:00,2019-04-16 09:00:00,Nástroje pro ob,Jednotlivé položky,17174.9752,2667.555,CZK,45,7.0,10627,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,5,31.0,0,,0.1,186,1,4681777.4491,2667.555,0.8446836185242352
1105-60-2817,60,2817,2019-02-06 09:00:00,2019-02-08 14:00:00,brusivo -brousí,Jednotlivé položky,36299.2,15326.685,CZK,30,5.0,10761,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,16,60.0,0,,0.1,188,2,4706492.9341,24715.485,0.5777679673381232
1105-60-2818,60,2818,2019-02-06 13:00:00,2019-02-08 15:00:00,Nástroje pro ob,Jednotlivé položky,29768.538,5571.75,CZK,44,7.0,10774,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,6,27.0,0,,0.1,189,1,4712064.6841,5571.75,0.8128309156465796
1105-60-2838,60,2838,2019-02-19 07:30:00,2019-02-21 10:00:00,Nástroje pro ob,Jednotlivé položky,109449.139,16677.44,CZK,41,6.0,10774,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,39.0,0,,0.1,190,2,4728742.1241,22249.19,0.847623835579008
1105-60-2840,60,2840,2019-02-20 10:00:00,2019-02-22 09:00:00,Nástroje pro ob,Jednotlivé položky,175727.67799999996,3304.8,CZK,43,9.0,10774,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,22,51.0,0,,0.1,191,3,4732046.9241,25553.99,0.9811936284732563
1105-60-2855,60,2855,2019-03-11 12:00:00,2019-03-13 14:00:00,Nástroje pro ob,Jednotlivé položky,28468.7172,1914.96,CZK,44,9.0,10774,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,36.0,0,,0.1,192,4,4733961.8841,27468.95,0.9327345877038675
1105-60-2909,60,2909,2019-04-17 12:00:00,2019-04-24 12:00:00,Nástroje pro ob,Jednotlivé položky,18259.36,3120.9,CZK,41,9.0,10774,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,52.0,0,,0.1,193,5,4737082.7841,30589.85,0.8290794419957764
1105-60-2930,60,2930,2019-05-07 12:00:00,2019-05-10 15:00:00,Nástroje pro ob,Jednotlivé položky,106269.1656,2211.66,CZK,45,7.0,10774,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,28.0,0,,0.1,194,6,4739294.4441,32801.51,0.97918813055967
1105-60-2951,60,2951,2019-05-24 14:00:00,2019-05-28 14:00:00,Nástroje pro ob,Jednotlivé položky,43917.12,1628.12,CZK,43,10.0,10774,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,37.0,0,,0.1,195,7,4740922.5641,34429.63,0.9629274415080041
1105-60-3013,60,3013,2019-08-05 11:30:00,2019-08-07 16:30:00,Nástroje pro ob,Jednotlivé položky,18910.8,3543.68,CZK,44,8.0,10774,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,17,108.0,0,,0.1,197,9,4746325.7641,39832.83,0.8126107832561288
1105-60-2978,60,2978,2019-06-19 14:00:00,2019-06-21 16:00:00,Nástroje pro ob,Jednotlivé položky,48201.3,3722.04,CZK,41,5.0,10799,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,24.0,0,,0.1,199,1,4916682.8041,3722.04,0.9227813357731015
1105-60-3040,60,3040,2019-09-02 12:30:00,2019-09-05 10:00:00,Nástroje pro ob,Jednotlivé položky,53021.17,4816.944,CZK,41,9.0,10799,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,43.0,0,,0.1,200,2,4921499.7481,8538.984,0.9091505525057255
1105-60-3054,60,3054,2019-09-12 07:30:00,2019-09-16 07:00:00,Nástroje pro ob,Jednotlivé položky,34716.8,6703.2,CZK,42,6.0,10799,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,5,19.0,0,,0.1,201,3,4928202.9481,15242.184,0.8069176882661997
1105-60-3039,60,3039,2019-09-02 10:30:00,2019-09-04 15:00:00,Nástroje pro ob,Jednotlivé položky,7385.49,287.13,CZK,44,6.0,10874,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,8,23.0,0,,0.1,203,1,5577390.0781000005,287.13,0.961122417063729
1105-60-3064,60,3064,2019-09-23 10:28:00,2019-09-25 15:00:00,Nástroje pro ob,Jednotlivé položky,75379.07999999999,2595.6,CZK,44,8.0,10874,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,25.0,0,,0.1,205,3,5599370.868100001,22267.92,0.9655660429922996
1105-60-3077,60,3077,2019-10-01 12:00:00,2019-10-03 16:32:00,Nástroje pro ob,Jednotlivé položky,55565.412,1542.94,CZK,40,7.0,10874,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,16,60.0,0,,0.1,206,4,5600913.8081,23810.86,0.9722320064863372
